instruction,input,output
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","quickly can you make a server on port 4000 with ""ok"" at /health, / saying ""home page"", ""rest endpoint"" at /api","use web
listen 4000
/health ""ok""
/ ""home page""
/api ""rest endpoint"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",Give me a CLI sort that sorting lines of text,"use cli
name ""sort""
desc ""sort lines of text""
flag unique -u ""unique lines only""
arg file ""input file"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",Serve command that serving static files,"use cli
name ""serve""
desc ""serve static files""
flag verbose -v ""enable logging""
arg port ""port number""
arg dir ""directory to serve"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","hey, can you create a head command for showing first lines","use cli
name ""head""
desc ""show first lines""
flag quiet -q ""suppress headers""
arg count ""number of lines""
arg file ""input file"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","create a json api for user on port 4000: username, email, role","use rest
listen 4000
model user username email role
GET /users list user
POST /users create user
GET /health ""ok"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","build a simple server on port 4000: /version saying ""v1.0"", /health saying ""healthy"" and / saying ""hello world""","use web
listen 4000
/version ""v1.0""
/health ""healthy""
/ ""hello world"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","Http 80: /version returning ""1.0.0"", ""alive"" at /status, /hello returning ""hello!""","use web
listen 80
/version ""1.0.0""
/status ""alive""
/hello ""hello!"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","api 8888 note title, content","use rest
listen 8888
model note title content
GET /notes list note
POST /notes create note
GET /health ""ok"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","website on 5000: /hello showing ""hi!"", plus manage bookmarks with name and link","use web
listen 5000
/hello ""hi!""
crud bookmark name link"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","can you make a REST API on port 9000 for notes with title, content","use rest
listen 9000
model note title content
GET /notes list note
POST /notes create note
GET /health ""ok"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","task api on 443: title, status, priority","use rest
listen 443
model task title status priority
GET /tasks list task
POST /tasks create task
GET /health ""ok"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","build a guestbook manager on port 443, fields: name and msg+","use web
listen 443
crud guestbook name msg+"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",I need a note tracker on port 3000 with name and content+,"use web
listen 3000
crud note name content+"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","full CRUD for items on 4000, fields are name and price","use web
listen 4000
crud item name price"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","persistent post app on 9090 with author, content+","use web
listen 9090
crud post author content+"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","I'd like a JSON REST API running on port 9000 for CRUD operations on notes with title, content","use rest
listen 9000
model note title content
GET /notes list note
POST /notes create note
GET /health ""ok"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","build an API on port 9090 for users (username, email, role)","use rest
listen 9090
model user username email role
GET /users list user
POST /users create user
GET /health ""ok"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","stand up an HTTP listener on 3000 serving ""1.0.0"" at /version; /api returning ""rest endpoint""","use web
listen 3000
/version ""1.0.0""
/api ""rest endpoint"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",I want a note web app on port 8080 with name and content+,"use web
listen 8080
crud note name content+"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","link app, port 9000, store name/href","use web
listen 9000
crud link name href"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","hey, JSON API on 8888 for notes (title, content) and messages (from, to, body)","use rest
listen 8888
model note title content
model message from to body
GET /notes list note
POST /notes create note
GET /messages list message
POST /messages create message
GET /health ""ok"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",please develop a head utility for showing first lines,"use cli
name ""head""
desc ""show first lines""
arg count ""number of lines""
arg file ""input file"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","quickly entry app, port 4000, store title and body+","use web
listen 4000
crud entry title body+"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","CRUD for post on port 9999: author, content+","use web
listen 9999
crud post author content+"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",make a CLI tool called grep that search files for patterns please,"use cli
name ""grep""
desc ""search files for patterns""
flag count -c ""show count only""
flag verbose -v ""enable verbose output""
flag ignore_case -i ""case insensitive""
arg pattern ""regex pattern""
arg file ""file to search"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","server on port 3000 with /about showing ""a tiny web server"" and entry tracking (key and value)","use web
listen 3000
/about ""a tiny web server""
crud entry key value"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","REST API on port 3000 with comments (user, text) and notes (title, content)","use rest
listen 3000
model comment user text
model note title content
GET /comments list comment
POST /comments create comment
GET /notes list note
POST /notes create note"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","deploy a web server on port 8888 that handles requests for /api that shows ""json api""","use web
listen 8888
/api ""json api"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",console app called ping for checking host availability,"use cli
name ""ping""
desc ""check host availability""
flag count -c ""ping count""
flag verbose -v ""show details""
arg host ""hostname or IP"""
